category_key,query_ru,display_en,title,address,lat,lon,rating,org_url
cafe,Кафе,Cafes,Dragon's ramen,"ул. Республики, 26",57.157676,65.530986,"Рейтинг 4,6 23 оценки 23 оценки",https://yandex.ru/maps/org/dragon_s_ramen/218672432032/
cafe,Кафе,Cafes,Gq Coffee,"ул. Дзержинского, 31, этаж 1",57.156055,65.536421,"Рейтинг 4,3 17 оценок 17 оценок",https://yandex.ru/maps/org/gq_coffee/38117407410/
cafe,Кафе,Cafes,Шампур House,"Рабочая ул., 34",57.137225,65.536343,"Рейтинг 4,8 2022 оценки 2022 оценки",https://yandex.ru/maps/org/shampur_house/64574988321/
cafe,Кафе,Cafes,Кофе Брют,"ул. Ленина, 57А, этаж 1",57.154313,65.534696,"Рейтинг 5,0 3122 оценки 3122 оценки",https://yandex.ru/maps/org/kofe_bryut/9583110841/
cafe,Кафе,Cafes,Radis,"ул. 25 Октября, 34",57.160195,65.546239,"Рейтинг 4,6 94 оценки 94 оценки",https://yandex.ru/maps/org/radis/190684264288/
cafe,Кафе,Cafes,Хони Худжанд,"ул. Герцена, 53",57.154449,65.529279,"Рейтинг 4,0 22 оценки 22 оценки",https://yandex.ru/maps/org/khoni_khudzhand/70711700246/
cafe,Кафе,Cafes,Перчини,"ул. Герцена, 94",57.145448,65.541360,"Рейтинг 4,4 763 оценки 763 оценки",https://yandex.ru/maps/org/perchini/1359111162/
cafe,Кафе,Cafes,Гузаль,"ул. Революции, 1А",57.140700,65.532238,"Рейтинг 4,3 1199 оценок 1199 оценок",https://yandex.ru/maps/org/guzal/1693089754/
cafe,Кафе,Cafes,Duner на углях,"ул. Челюскинцев, 50, этаж 2",57.154553,65.529727,"Рейтинг 4,8 291 оценка 291 оценка",https://yandex.ru/maps/org/duner_na_uglyakh/68727899126/
cafe,Кафе,Cafes,Театральное,"ул. Республики, 36",57.155980,65.534333,"Рейтинг 4,3 326 оценок 326 оценок",https://yandex.ru/maps/org/teatralnoye/1015088244/
cafe,Кафе,Cafes,Хинкальная Кацо,"ул. Максима Горького, 70",57.148669,65.560826,"Рейтинг 4,9 1177 оценок (1177)",https://yandex.ru/maps/org/khinkalnaya_katso/32064735417/
cafe,Кафе,Cafes,SweetOk,"ул. Ленина, 29",57.157354,65.528660,"Рейтинг 4,2 17 оценок 17 оценок",https://yandex.ru/maps/org/sweetok/100663392042/
cafe,Кафе,Cafes,Одноклассники,"ул. Республики, 55, этаж 1",57.150207,65.547075,"Рейтинг 4,1 3 оценки 3 оценки",https://yandex.ru/maps/org/odnoklassniki/152695162958/
cafe,Кафе,Cafes,One raf,"ул. Герцена, 63",57.151130,65.535891,"Рейтинг 4,9 98 оценок (98)",https://yandex.ru/maps/org/one_raf/144645049168/
cafe,Кафе,Cafes,Joy's moment,"ул. Червишевский Тракт, 2",57.136269,65.526422,"Рейтинг 4,4 73 оценки 73 оценки",https://yandex.ru/maps/org/joy_s_moment/140264108020/
cafe,Кафе,Cafes,Стара Прага,"ул. Ю.-Р.Г. Эрвье, 30",57.170926,65.565401,"Рейтинг 4,9 1068 оценок (1068)",https://yandex.ru/maps/org/stara_praga/1399452977/
cafe,Кафе,Cafes,Вилка Ложка,"ул. Республики, 49/1",57.151618,65.544030,"Рейтинг 4,7 264 оценки (264)",https://yandex.ru/maps/org/vilka_lozhka/179674141387/
cafe,Кафе,Cafes,Море гриль,"ул. Максима Горького, 44/3, этаж 1",57.150083,65.563438,"Рейтинг 4,8 786 оценок 786 оценок",https://yandex.ru/maps/org/more_gril/14828710772/
cafe,Кафе,Cafes,Noob,"ул. Дзержинского, 38А",57.156802,65.535235,"Рейтинг 5,0 137 оценок (137)",https://yandex.ru/maps/org/noob/244324155154/
cafe,Кафе,Cafes,Startea,"ул. Дзержинского, 23",57.156895,65.537742,"Рейтинг 4,2 7 оценок 7 оценок",https://yandex.ru/maps/org/startea/222660428036/
cafe,Кафе,Cafes,Додо Пицца,"ул. Кирова, 23",57.158072,65.533187,"Рейтинг 4,5 924 оценки 924 оценки",https://yandex.ru/maps/org/dodo_pitstsa/1729360138/
cafe,Кафе,Cafes,Завтрак,"ул. Ю.-Р.Г. Эрвье, 32",57.170146,65.563649,"Рейтинг 4,7 135 оценок 135 оценок",https://yandex.ru/maps/org/zavtrak/23941451275/
cafe,Кафе,Cafes,Aladdin,"ул. Луначарского, 18/1",57.164666,65.507549,"Рейтинг 4,3 54 оценки 54 оценки",https://yandex.ru/maps/org/aladdin/113070053886/
cafe,Кафе,Cafes,Вкусно Box,"Тюмень, Центральный округ",57.204670,65.535532,"Рейтинг 4,9 485 оценок 485 оценок",https://yandex.ru/maps/org/vkusno_box/1847580943/
cafe,Кафе,Cafes,"Алё, Гараж","ул. Герцена, 88",57.147302,65.541865,"Рейтинг 4,9 60 оценок 60 оценок",https://yandex.ru/maps/org/alyo_garazh/215164325618/
cafe,Кафе,Cafes,Штаб общественной поддержки Единой России в Тюменской области,"ул. Хохрякова, 44",57.155181,65.542188,,https://yandex.ru/maps/org/shtab_obshchestvennoy_podderzhki_yedinoy_rossii_v_tyumenskoy_oblasti/72029366448/
cafe,Кафе,Cafes,Лаунж Качаем,"ул. Челюскинцев, 10",57.159477,65.538191,"Рейтинг 5,0 54 оценки 54 оценки",https://yandex.ru/maps/org/launzh_kachayem/44835157707/
cafe,Кафе,Cafes,Garden Coffee,"Советская ул., 51",57.155880,65.545171,"Рейтинг 5,0 507 оценок 507 оценок",https://yandex.ru/maps/org/garden_coffee/94136627941/
cafe,Кафе,Cafes,SweetOk,"Ямская ул., 8, стр. 1",57.167691,65.512707,"Рейтинг 4,5 56 оценок (56)",https://yandex.ru/maps/org/sweetok/30653404504/
cafe,Кафе,Cafes,SweetOk,"ул. 50 лет Октября, 1А",57.154132,65.566496,"Рейтинг 3,7 5 оценок 5 оценок",https://yandex.ru/maps/org/sweetok/9132962342/
cafe,Кафе,Cafes,Шефбурек,"Фабричная ул., 1",57.147111,65.559858,"Рейтинг 4,6 104 оценки 104 оценки",https://yandex.ru/maps/org/shefburek/127064911393/
cafe,Кафе,Cafes,Кебаб донер,"ул. Республики, 79/3",57.147078,65.552684,"Рейтинг 4,4 461 оценка 461 оценка",https://yandex.ru/maps/org/kebab_doner/165076765773/
cafe,Кафе,Cafes,Гренкабар,"ул. Максима Горького, 55, этаж цокольный",57.147702,65.560774,"Рейтинг 4,3 84 оценки 84 оценки",https://yandex.ru/maps/org/grenkabar/71912969046/
cafe,Кафе,Cafes,Startea,"ул. Мельникайте, 102",57.138794,65.569767,"Рейтинг 5,0 38 оценок 38 оценок",https://yandex.ru/maps/org/startea/2402066994/
cafe,Кафе,Cafes,Выход,"ул. Республики, 143/2",57.140753,65.565616,"Рейтинг 4,8 88 оценок (88)",https://yandex.ru/maps/org/vykhod/55020663883/
cafe,Кафе,Cafes,Коляда,"Перекопская ул., 5",57.160385,65.523872,,https://yandex.ru/maps/org/kolyada/227184674274/
cafe,Кафе,Cafes,Бар и Танцы,"ул. Мориса Тореза, 12",57.145439,65.543736,"Рейтинг 4,3 284 оценки 284 оценки",https://yandex.ru/maps/org/bar_i_tantsy/117470399725/
cafe,Кафе,Cafes,Moqa,"ул. Ленина, 12",57.159230,65.524234,"Рейтинг 4,3 109 оценок 109 оценок",https://yandex.ru/maps/org/moqa/51832300943/
cafe,Кафе,Cafes,Garden Coffee,"Советская ул., 51, корп. 3, этаж 1",57.155418,65.545681,,https://yandex.ru/maps/org/garden_coffee/105258549048/
cafe,Кафе,Cafes,Обеды у Веры,"ул. Кирова, 40/38",57.156905,65.530078,,https://yandex.ru/maps/org/obedy_u_very/110844663169/
cafe,Кафе,Cafes,Marina Koroleva,"Комсомольская ул., 24, этаж 1",57.158384,65.546257,"Рейтинг 4,7 65 оценок (65)",https://yandex.ru/maps/org/marina_koroleva/68564061837/
cafe,Кафе,Cafes,Даудель-спорт,"ул. Максима Горького, 68, корп. 4, этаж 2",57.151603,65.564143,"Рейтинг 4,3 10 оценок 10 оценок",https://yandex.ru/maps/org/daudel_sport/75368131243/
cafe,Кафе,Cafes,Булка,"ул. Малыгина, 59",57.141223,65.553748,"Рейтинг 4,5 290 оценок 290 оценок",https://yandex.ru/maps/org/bulka/1281775205/
cafe,Кафе,Cafes,Granny's,"ул. Мельникайте, 98, этаж 1",57.140862,65.570284,"Рейтинг 4,9 1322 оценки (1322)",https://yandex.ru/maps/org/granny_s/1153021368/
cafe,Кафе,Cafes,МаксиМ,"ул. Герцена, 94, этаж 1",57.145737,65.542066,"Рейтинг 4,8 156 оценок 156 оценок",https://yandex.ru/maps/org/maksim/1714491500/
cafe,Кафе,Cafes,Doner Like,"ул. Ю.-Р.Г. Эрвье, 34, корп. 1",57.167965,65.564467,"Рейтинг 4,7 24 оценки 24 оценки",https://yandex.ru/maps/org/doner_like/38711139149/
cafe,Кафе,Cafes,Nexima. Еда,"ул. 25 Октября, 27",57.160653,65.547163,"Рейтинг 4,2 40 оценок 40 оценок",https://yandex.ru/maps/org/nexima_yeda/185144880694/
cafe,Кафе,Cafes,Лаваш,"ул. 50 лет Октября, 14, этаж 1",57.152400,65.566669,"Рейтинг 4,7 225 оценок (225)",https://yandex.ru/maps/org/lavash/127506636890/
cafe,Кафе,Cafes,Пельменная,"Полевая ул., 27, корп. 2, этаж цокольный",57.161035,65.501207,"Рейтинг 4,3 96 оценок 96 оценок",https://yandex.ru/maps/org/pelmennaya/1720333690/
cafe,Кафе,Cafes,Арена,"ул. Коммуны, 22, корп. 1, этаж 4",57.162290,65.515505,"Рейтинг 3,9 16 оценок 16 оценок",https://yandex.ru/maps/org/arena/11399043581/
cafe,Кафе,Cafes,Шаурма № 1,"Холодильная ул., 138, этаж 1",57.137767,65.554451,"Рейтинг 4,1 99 оценок 99 оценок",https://yandex.ru/maps/org/shaurma_1/188007262968/
cafe,Кафе,Cafes,Додо Пицца,"ул. Максима Горького, 70, ТРЦ Гудвин, этаж 2",57.148967,65.560110,"Рейтинг 4,3 247 оценок 247 оценок",https://yandex.ru/maps/org/dodo_pitstsa/232419515701/
cafe,Кафе,Cafes,Drive Café,"Профсоюзная ул., 1",57.159138,65.568229,"Рейтинг 4,0 9 оценок 9 оценок",https://yandex.ru/maps/org/drive_caf_/153776027666/
cafe,Кафе,Cafes,Drive,"ул. 50 лет Октября, 8Б",57.153190,65.564467,,https://yandex.ru/maps/org/drive/185159512899/
cafe,Кафе,Cafes,G-Drive,"ул. 50 лет Октября, 8Б, этаж 1",57.153190,65.564467,,https://yandex.ru/maps/org/g_drive/222840890099/
cafe,Кафе,Cafes,Coffee Muse,"ул. Газовиков, 73, корп. 3",57.165628,65.560260,"Рейтинг 4,4 30 оценок 30 оценок",https://yandex.ru/maps/org/coffee_muse/8806550182/
cafe,Кафе,Cafes,Мастер кебаб,"ул. Республики, 143/2",57.140753,65.565616,"Рейтинг 4,5 20 оценок 20 оценок",https://yandex.ru/maps/org/master_kebab/103711303539/
cafe,Кафе,Cafes,Party Grill,"Алебашевская ул., 19, этаж 1",57.169740,65.568283,"Рейтинг 4,3 97 оценок 97 оценок",https://yandex.ru/maps/org/party_grill/190635331829/
cafe,Кафе,Cafes,Гастродвор Ku4,"ул. Кузнецова, 4",57.151095,65.533627,,https://yandex.ru/maps/org/gastrodvor_ku4/12168462884/
cafe,Кафе,Cafes,Лайфхакер,"ул. Некрасова, 10",57.147307,65.544224,,https://yandex.ru/maps/org/layfkhaker/24262123153/
cafe,Кафе,Cafes,Добрый пекарь,"ул. Республики, 143, корп. 1, этаж 1",57.140069,65.566523,"Рейтинг 4,2 10 оценок 10 оценок",https://yandex.ru/maps/org/dobry_pekar/110762850025/
shopping_mall,Торговые центры,Shopping malls,Галерея Вояж,"ул. Герцена, 94, этаж 1",57.146141,65.542852,"Рейтинг 4,9 19554 оценки 19554 оценки",https://yandex.ru/maps/org/galereya_voyazh/1285225946/
shopping_mall,Торговые центры,Shopping malls,ЦУМ,"ул. Орджоникидзе, 63А, этаж 0-3",57.148528,65.541246,"Рейтинг 4,4 7204 оценки 7204 оценки",https://yandex.ru/maps/org/tsum/1404582654/
shopping_mall,Торговые центры,Shopping malls,Сити-центр,"ул. Герцена, 64",57.152161,65.531629,"Рейтинг 4,2 581 оценка 581 оценка",https://yandex.ru/maps/org/siti_tsentr/178501047075/
shopping_mall,Торговые центры,Shopping malls,Москва,"Первомайская ул., 7, этаж -1, 1, 2, 3",57.154463,65.538441,"Рейтинг 4,0 713 оценок 713 оценок",https://yandex.ru/maps/org/moskva/1804425429/
shopping_mall,Торговые центры,Shopping malls,Океан,"ул. Республики, 39",57.15522,65.536638,"Рейтинг 4,0 421 оценка 421 оценка",https://yandex.ru/maps/org/okean/1057297414/
shopping_mall,Торговые центры,Shopping malls,Калинка,"ул. Республики, 65",57.148537,65.550493,"Рейтинг 4,3 1269 оценок 1269 оценок",https://yandex.ru/maps/org/kalinka/1332051745/
shopping_mall,Торговые центры,Shopping malls,Центральный,"ул. Некрасова, 10, этаж 1-6",57.147178,65.54408,"Рейтинг 4,1 454 оценки 454 оценки",https://yandex.ru/maps/org/tsentralny/1354233088/
shopping_mall,Торговые центры,Shopping malls,Монблан,"Советская ул., 51, корп. 3, этаж 1, 2",57.155423,65.54574,"Рейтинг 4,1 65 оценок 65 оценок",https://yandex.ru/maps/org/monblan/1741922782/
shopping_mall,Торговые центры,Shopping malls,Торговый центр Рентал,"ул. Герцена, 103, этаж 1-3",57.146702,65.545054,"Рейтинг 4,1 689 оценок 689 оценок",https://yandex.ru/maps/org/torgovy_tsentr_rental/1224622321/
groceries,Продукты,Groceries,Перекрёсток,"ул. Герцена, 94, этаж 1",57.146332,65.542266,"Рейтинг 4,5 1081 оценка 1081 оценка",https://yandex.ru/maps/org/perekryostok/134453685111/
groceries,Продукты,Groceries,Перекрёсток,"ул. Максима Горького, 70, этаж 1",57.149112,65.55908,"Рейтинг 4,5 972 оценки 972 оценки",https://yandex.ru/maps/org/perekryostok/155850028479/
groceries,Продукты,Groceries,Магнит,"ул. Дзержинского, 38",57.156443,65.536411,"Рейтинг 4,4 165 оценок 165 оценок",https://yandex.ru/maps/org/magnit/155025897160/
groceries,Продукты,Groceries,Магнит,"Перекопская ул., 4А",57.160572,65.523484,"Рейтинг 4,2 532 оценки 532 оценки",https://yandex.ru/maps/org/magnit/28278040609/
groceries,Продукты,Groceries,Магнит,"ул. Урицкого, 22",57.155613,65.528201,"Рейтинг 4,3 455 оценок 455 оценок",https://yandex.ru/maps/org/magnit/243261140686/
groceries,Продукты,Groceries,Монетка,"ул. Осипенко, 39А",57.159142,65.552785,"Рейтинг 4,2 563 оценки 563 оценки",https://yandex.ru/maps/org/monetka/135667228130/
groceries,Продукты,Groceries,Монетка,"Комсомольская ул., 49",57.15835,65.550804,"Рейтинг 4,0 299 оценок 299 оценок",https://yandex.ru/maps/org/monetka/138682751285/
groceries,Продукты,Groceries,Пятёрочка,"ул. Осипенко, 79",57.15634,65.560975,"Рейтинг 4,4 337 оценок 337 оценок",https://yandex.ru/maps/org/pyatyorochka/177120611580/
groceries,Продукты,Groceries,Магнит,"ул. Малыгина, 51/1",57.142513,65.551803,"Рейтинг 4,6 257 оценок 257 оценок",https://yandex.ru/maps/org/magnit/23837900342/
groceries,Продукты,Groceries,Пятёрочка,"ул. Калинина, 9",57.142214,65.518112,"Рейтинг 4,3 744 оценки 744 оценки",https://yandex.ru/maps/org/pyatyorochka/180112247341/
groceries,Продукты,Groceries,Красный яр,"Привокзальная ул., 22, корп. 1, этаж 2",57.145819,65.523913,"Рейтинг 3,8 246 оценок 246 оценок",https://yandex.ru/maps/org/krasny_yar/1013293288/
groceries,Продукты,Groceries,Пятёрочка,"Речная ул., 26, микрорайон Зарека",57.166794,65.538963,"Рейтинг 4,3 423 оценки 423 оценки",https://yandex.ru/maps/org/pyatyorochka/205028069373/
groceries,Продукты,Groceries,Монетка,"Механическая ул., 35, корп. 1, этаж 1",57.143378,65.563768,"Рейтинг 4,3 476 оценок 476 оценок",https://yandex.ru/maps/org/monetka/47532693596/
groceries,Продукты,Groceries,Магнит,"ул. Красных Зорь, 55, Тюмень",57.138882,65.554244,"Рейтинг 4,4 194 оценки 194 оценки",https://yandex.ru/maps/org/magnit/27346206747/
groceries,Продукты,Groceries,Магнит,"ул. Чернышевского, 2А",57.157613,65.508313,"Рейтинг 4,3 460 оценок 460 оценок",https://yandex.ru/maps/org/magnit/170446133011/
groceries,Продукты,Groceries,Метрополис,"Фабричная ул., 9",57.145350,65.563033,"Рейтинг 4,3 776 оценок 776 оценок",https://yandex.ru/maps/org/metropolis/203384326425/
groceries,Продукты,Groceries,Пятёрочка,"Профсоюзная ул., 7",57.156583,65.565328,"Рейтинг 4,3 924 оценки 924 оценки",https://yandex.ru/maps/org/pyatyorochka/164818971743/
groceries,Продукты,Groceries,Чижик,"Пароходская ул., 4",57.160854,65.553875,"Рейтинг 4,4 41 оценка 41 оценка",https://yandex.ru/maps/org/chizhik/85516245628/
groceries,Продукты,Groceries,Чижик,"ул. 50 лет ВЛКСМ, 13, корп. 1, Тюмень",57.141422,65.541685,"Рейтинг 4,3 6 оценок 6 оценок",https://yandex.ru/maps/org/chizhik/85189108655/
groceries,Продукты,Groceries,Магнит,"ул. Красных Зорь, 55",57.138882,65.554244,"Рейтинг 4,2 371 оценка 371 оценка",https://yandex.ru/maps/org/magnit/191911913754/
groceries,Продукты,Groceries,Магнит,"Полевая ул., 18",57.162069,65.504019,"Рейтинг 4,2 279 оценок 279 оценок",https://yandex.ru/maps/org/magnit/139931959898/
groceries,Продукты,Groceries,Универсал,"ул. Республики, 86, корп. 1",57.146276,65.552743,,https://yandex.ru/maps/org/universal/4902028899/
groceries,Продукты,Groceries,Монетка,"ул. Малыгина, 75",57.138875,65.558636,"Рейтинг 4,1 250 оценок 250 оценок",https://yandex.ru/maps/org/monetka/91585494564/
groceries,Продукты,Groceries,Монетка,"Профсоюзная ул., 55",57.153341,65.560271,,https://yandex.ru/maps/org/monetka/58440238260/
groceries,Продукты,Groceries,Продуктовый магазин,"ул. Седова, 55",57.142292,65.555052,"Рейтинг 4,0 92 оценки 92 оценки",https://yandex.ru/maps/org/produktovy_magazin/233399907501/
groceries,Продукты,Groceries,Магнит,"ул. Николая Чаплина, 43",57.135283,65.537337,"Рейтинг 4,3 111 оценок 111 оценок",https://yandex.ru/maps/org/magnit/240492995334/
groceries,Продукты,Groceries,Пятёрочка,"Комбинатская ул., 16, корп. 1",57.170273,65.498225,"Рейтинг 4,1 12 оценок 12 оценок",https://yandex.ru/maps/org/pyatyorochka/129423880438/
groceries,Продукты,Groceries,Лааайм,"Советская ул., 124, этаж 1",57.150217,65.555115,,https://yandex.ru/maps/org/laaaym/239715666569/
groceries,Продукты,Groceries,Перекрёсток кафе Select,"ул. Максима Горького, 70, этаж 1",57.148967,65.560110,,https://yandex.ru/maps/org/perekryostok_kafe_select/177310530997/
groceries,Продукты,Groceries,Магнит,"Холодильная ул., 75",57.139102,65.558465,"Рейтинг 4,2 66 оценок 66 оценок",https://yandex.ru/maps/org/magnit/138844645900/
groceries,Продукты,Groceries,Монетка,"ул. Тимирязева, 141",57.135024,65.501243,"Рейтинг 4,0 292 оценки 292 оценки",https://yandex.ru/maps/org/monetka/38690247387/
groceries,Продукты,Groceries,Фасоль,"ул. Калинина, 61, стр. 5, этаж 1",57.137171,65.515230,"Рейтинг 4,2 27 оценок 27 оценок",https://yandex.ru/maps/org/fasol/79716789712/
groceries,Продукты,Groceries,Линия,"ул. Циолковского, 7",57.159404,65.559399,,https://yandex.ru/maps/org/liniya/110237585419/
groceries,Продукты,Groceries,Монетка,"Интернациональная ул., 74",57.141803,65.500884,,https://yandex.ru/maps/org/monetka/29509795941/
restaurants,Рестораны,Restaurants,Brew's Lee,"Первомайская ул., 1А",57.1573,65.541815,"Рейтинг 4,7 257 оценок 257 оценок",https://yandex.ru/maps/org/brew_s_lee/228165355003/
restaurants,Рестораны,Restaurants,Самеба,"ул. Ленина, 38/1",57.154679,65.532558,"Рейтинг 4,8 1406 оценок (1406)",https://yandex.ru/maps/org/sameba/16545251018/
restaurants,Рестораны,Restaurants,Ресторан 15/86,"ул. Володарского, 3",57.160506,65.530146,"Рейтинг 5,0 5043 оценки (5043)",https://yandex.ru/maps/org/restoran_15_86/171175188535/
restaurants,Рестораны,Restaurants,Чито Диди,"ул. Ленина, 78, этаж 1",57.147085,65.545861,"Рейтинг 5,0 68 оценок 68 оценок",https://yandex.ru/maps/org/chito_didi/80234785428/
restaurants,Рестораны,Restaurants,Нуар,"Советская ул., 20",57.158387,65.538858,"Рейтинг 4,6 39 оценок (39)",https://yandex.ru/maps/org/nuar/232695338967/
restaurants,Рестораны,Restaurants,Техникум,"ул. Ленина, 10",57.159816,65.522817,"Рейтинг 5,0 222 оценки 222 оценки",https://yandex.ru/maps/org/tekhnikum/118859980690/
restaurants,Рестораны,Restaurants,Ван Гоги,"ул. Республики, 34",57.15609,65.534099,"Рейтинг 4,8 2486 оценок (2486)",https://yandex.ru/maps/org/van_gogi/1096046172/
restaurants,Рестораны,Restaurants,Ремезов,"ул. Грибоедова, 6к1/7, этаж 14",57.149274,65.532935,"Рейтинг 5,0 1458 оценок (1458)",https://yandex.ru/maps/org/remezov/1503954723/
restaurants,Рестораны,Restaurants,Бархан,"ул. Орджоникидзе, 60/1",57.150771,65.539396,"Рейтинг 4,6 341 оценка 341 оценка",https://yandex.ru/maps/org/barkhan/26420729549/
restaurants,Рестораны,Restaurants,Мидийное место,"ул. Дзержинского, 31",57.156256,65.53659,"Рейтинг 4,9 987 оценок (987)",https://yandex.ru/maps/org/midiynoye_mesto/13894780205/
restaurants,Рестораны,Restaurants,Узбечка,"Перекопская ул., 4А, этаж 1",57.160789,65.523852,"Рейтинг 4,9 3670 оценок (3670)",https://yandex.ru/maps/org/uzbechka/1234483924/
restaurants,Рестораны,Restaurants,Тургенев,"ул. Семакова, 8",57.159569,65.531811,"Рейтинг 4,5 845 оценок 845 оценок",https://yandex.ru/maps/org/turgenev/168365389832/
restaurants,Рестораны,Restaurants,КишМиш,"ул. Малыгина, 6",57.144421,65.546207,"Рейтинг 5,0 4840 оценок (4840)",https://yandex.ru/maps/org/kishmish/1314113027/
restaurants,Рестораны,Restaurants,Чум,"ул. Малыгина, 59, вх.12",57.154679,65.532558,"Рейтинг 5,0 3624 оценки 3624 оценки",https://yandex.ru/maps/org/chum/136469200341/
restaurants,Рестораны,Restaurants,Cremant,"ул. Николая Машарова, 2/1, этаж 1",57.147995,65.553220,"Рейтинг 4,7 239 оценок (239)",https://yandex.ru/maps/org/cremant/70423789984/
restaurants,Рестораны,Restaurants,ProРаки,"Тихий пр., 6",57.168775,65.560873,"Рейтинг 5,0 53 оценки 53 оценки",https://yandex.ru/maps/org/proraki/207006452592/
restaurants,Рестораны,Restaurants,Шампур house,"ул. Республики, 33",57.156129,65.535495,"Рейтинг 4,2 70 оценок 70 оценок",https://yandex.ru/maps/org/shampur_house/150239911196/
restaurants,Рестораны,Restaurants,Сербская таверна,"ул. Республики, 81, этаж 1",57.146853,65.553372,"Рейтинг 4,6 54 оценки (54)",https://yandex.ru/maps/org/serbskaya_taverna/37305697414/
restaurants,Рестораны,Restaurants,Гусарский,"Водопроводная ул., 25, этаж 2",57.156788,65.544614,"Рейтинг 4,5 361 оценка 361 оценка",https://yandex.ru/maps/org/gusarskiy/145699272231/
restaurants,Рестораны,Restaurants,Ассадо,"ул. Московский Тракт, 15",57.138096,65.515346,"Рейтинг 4,8 211 оценок 211 оценок",https://yandex.ru/maps/org/assado/239128939457/
restaurants,Рестораны,Restaurants,Principle,"ул. Сакко, 24, этаж 1",57.157467,65.546049,"Рейтинг 4,8 739 оценок 739 оценок",https://yandex.ru/maps/org/principle/214607723841/
restaurants,Рестораны,Restaurants,"Бистро, Clou","ул. 8 Марта, 2/11",57.154449,65.545198,"Рейтинг 4,1 7 оценок 7 оценок",https://yandex.ru/maps/org/bistro_clou/102496440668/
restaurants,Рестораны,Restaurants,Plovlounge,"Советская ул., 21",57.158472,65.539682,"Рейтинг 4,3 18 оценок 18 оценок",https://yandex.ru/maps/org/plovlounge/232126561758/
restaurants,Рестораны,Restaurants,Старик Хинкалыч,"ул. Республики, 141",57.141178,65.564259,"Рейтинг 5,0 178 оценок 178 оценок",https://yandex.ru/maps/org/starik_khinkalych/182111316486/
restaurants,Рестораны,Restaurants,Koffein,"ул. Республики, 46/9",57.154195,65.537652,"Рейтинг 4,7 333 оценки 333 оценки",https://yandex.ru/maps/org/koffein/230231882078/
restaurants,Рестораны,Restaurants,Трактир ЕрмолаевЪ,"ул. Республики, 25",57.156553,65.534040,"Рейтинг 4,8 1371 оценка (1371)",https://yandex.ru/maps/org/traktir_yermolayev/87755025268/
restaurants,Рестораны,Restaurants,Бульвар,"ул. Герцена, 63, этаж 1",57.150938,65.535976,,https://yandex.ru/maps/org/bulvar/70037922244/
restaurants,Рестораны,Restaurants,Ржавый ДЕД,"ул. Хохрякова, 47, этаж 1",57.155642,65.542102,,https://yandex.ru/maps/org/rzhavy_ded/19171203497/
restaurants,Рестораны,Restaurants,Green,"Водопроводная ул., 30, этаж 1",57.155688,65.543318,"Рейтинг 4,4 128 оценок 128 оценок",https://yandex.ru/maps/org/green/147496369049/
restaurants,Рестораны,Restaurants,Гестия,"ул. Чернышевского, 1Б, этаж 1, 2",57.158438,65.509535,"Рейтинг 4,2 6 оценок 6 оценок",https://yandex.ru/maps/org/gestiya/23203481890/
restaurants,Рестораны,Restaurants,Максимилианс,"ул. 50 лет Октября, 8Б, этаж цокольный",57.140873,65.554444,"Рейтинг 4,6 5364 оценки (5364)",https://yandex.ru/maps/org/maksimilians/1272674594/
restaurants,Рестораны,Restaurants,Umami Kitchen's,"ул. Газовиков, 73, корп. 3",57.165848,65.560107,"Рейтинг 4,4 218 оценок 218 оценок",https://yandex.ru/maps/org/umami_kitchen_s/142996271482/
restaurants,Рестораны,Restaurants,Исуси,"Советская ул., 55/8",57.155494,65.546661,"Рейтинг 4,9 66 оценок 66 оценок",https://yandex.ru/maps/org/isusi/28329630809/
restaurants,Рестораны,Restaurants,SweetOk,"ул. Газовиков, 36",57.170039,65.554423,"Рейтинг 4,1 4 оценки 4 оценки",https://yandex.ru/maps/org/sweetok/46364292461/
restaurants,Рестораны,Restaurants,Событие,"Комсомольская ул., 57, Тюмень",57.158184,65.553705,,https://yandex.ru/maps/org/sobytiye/43601115813/
restaurants,Рестораны,Restaurants,Полтора тигра,"ул. Республики, 26",57.157676,65.530986,,https://yandex.ru/maps/org/poltora_tigra/209939698152/
restaurants,Рестораны,Restaurants,ЕрмолаевЪ Сельсовет,"ул. Красных Зорь, 31",57.141935,65.548593,"Рейтинг 4,9 1306 оценок (1306)",https://yandex.ru/maps/org/yermolayev_selsovet/189965710037/
restaurants,Рестораны,Restaurants,La Taiga,"ул. 50 лет Октября, 14, Вход через отель Меркурий, этаж 5",57.151940,65.566588,"Рейтинг 4,1 17 оценок 17 оценок",https://yandex.ru/maps/org/la_taiga/1758777680/
restaurants,Рестораны,Restaurants,Поль Бейкери,"ул. Максима Горького, 42А, этаж 1",57.150896,65.565197,"Рейтинг 4,4 545 оценок 545 оценок",https://yandex.ru/maps/org/pol_beykeri/237981328479/
restaurants,Рестораны,Restaurants,Суши-Маркет,"ул. Максима Горького, 70",57.148967,65.560110,"Рейтинг 5,0 352 оценки (352)",https://yandex.ru/maps/org/sushi_market/1278940432/
restaurants,Рестораны,Restaurants,Noж и ролл,"ул. Орджоникидзе, 18",57.157710,65.548764,"Рейтинг 2,8 5 оценок 5 оценок",https://yandex.ru/maps/org/nozh_i_roll/23410826398/
